type,difficulty,category,question,correct_answer,option1,option2,option3,option4
multiple,easy,Entertainment: Video Games,Which of these is NOT a playable character in 'Left 4 Dead'?,Nick,Zoey,Louis,Nick,Bill
multiple,medium,Celebrities,"Before voicing Pearl in Steven Universe, Deedee Magno Hall was part of which American band?",The Party,The Cheetah Girls,The Pussycat Dolls,The Party,The Weather Girls
multiple,medium,Geography,The World Health Organization headquarters is located in which European country?,Switzerland,Belgium,France,United Kingdom,Switzerland
multiple,hard,Politics,Which of the following United States Presidents served the shortest term in office?,William Henry Harrison,James A. Garfield,Zachary Taylor,Warren G. Harding,William Henry Harrison
multiple,medium,History,Which WWII tank ace is credited with having destroyed the most tanks?,Kurt Knispel,Kurt Knispel,Michael Wittmann,Otto Carius,Walter Kniep
multiple,hard,Science & Nature,Which of the following is a major muscle of the back?,Trapezius,Trapezius,Trapezium,Trapezoid,Triquetrum
multiple,medium,Geography,"What is the capital of the State of Washington, United States?",Olympia,Washington D.C.,Seattle,Yukon,Olympia
multiple,easy,General Knowledge,Who is the youngest person to recieve a Nobel Prize?,Malala Yousafzai,Lawrence Bragg,Malala Yousafzai,Werner Heisenberg,Yasser Arafat
multiple,hard,Entertainment: Cartoon & Animations,"Benny, Brain, Fancy-Fancy, Spook and Choo-Choo were known associates of what Hanna Barbera cartoon character?",Top Cat,Top Cat,Snagglepuss,Scooby-Doo,Yogi Bear
multiple,easy,General Knowledge,How many colors are there in a rainbow?,7,10,8,7,9
multiple,easy,Entertainment: Film,Which of the following was not one of 'The Magnificent Seven'?,Clint Eastwood,Clint Eastwood,Steve McQueen,Charles Bronson,Robert Vaughn
boolean,easy,Entertainment: Video Games,In Kingdom Hearts the Paopu fruit is said to intertwine the destinies for two people forever.,True,,,True,False
multiple,medium,Entertainment: Musicals & Theatres,Who played Marquis de Lafayette and Thomas Jefferson in the original Broadway run of Hamilton?,Daveed Diggs,Wayne Brady,Daveed Diggs,Javier Mu&ntilde;oz,Lin-Manuel Miranda
multiple,easy,Animals,What is the scientific name for modern day humans?,Homo Sapiens,Homo Sapiens,Homo Ergaster,Homo Neanderthalensis,Homo Erectus
multiple,easy,Entertainment: Television,"In the show 'Dragonball Z', what is the name of Cell's most powerful attack?",Solar Kamehameha,Cell Kamehameha,Super Kamehameha,Android Kamehameha,Solar Kamehameha
multiple,medium,General Knowledge,"In ancient Greece, if your job were a 'hippeus' which of these would you own?",Horse,Horse,Weave,Boat,Guitar
multiple,medium,Entertainment: Video Games,What is the name of the currency in the 'Animal Crossing' series?,Bells,Leaves,Sea Shells,Bells,Bugs
multiple,easy,General Knowledge,Which candy is NOT made by Mars?,Almond Joy,Almond Joy,Snickers,M&M's,Twix
boolean,medium,General Knowledge,Furby was released in 1998.,True,,True,False,
multiple,medium,General Knowledge,"The new One World Trade Center in Manhattan, New York City was designed by which architect? ",David Childs,Fumihiko Maki,Michael Arad,David Childs,Bjarke Ingels
multiple,hard,Entertainment: Comics,What is the real hair colour of the mainstream comic book version (Earth-616) of Daredevil?,Blonde,Black,Auburn,Blonde,Brown
multiple,easy,Vehicles,The Italian automaker Lamborghini uses what animal as its logo?,Bull,Snake,Bat,Bull,Horse
multiple,easy,Geography,How many federal states does Germany have?,16,25,32,13,16
multiple,medium,Entertainment: Video Games,"In Touhou: Embodiment of Scarlet Devil, what song plays during Flandre Scarlet's boss fight?",U.N. Owen Was Her,Septette for the Dead Princess,Flowering Night,Pierrot of the Star-Spangled Banner,U.N. Owen Was Her
multiple,easy,Entertainment: Video Games,Who are the original creators of Rachet & Clank?,Insomniac Games,Bethesda,PixelTail Games,Insomniac Games,Rare
multiple,hard,Entertainment: Video Games,"Before Super Smash Bros. contained Nintendo characters, what was it known as internally?",Dragon King: The Fighting Game,Contest of Champions,Fighter of the Ages: Conquest,Smash and Pummel,Dragon King: The Fighting Game
multiple,medium,Entertainment: Film,Which actor plays the role of the main antagonist in the 2011 movie 'Tower Heist?',Alan Alda,Alan Alda,Kevin Nealon,Alec Baldwin,Eddie Murphy
multiple,hard,Entertainment: Cartoon & Animations,Who played Stan's dog in the South Park episode 'Big Gay Al's Big Gay Boat Ride'?,George Clooney,Jay Leno,Robert Smith,George Clooney,Matt Stone
multiple,hard,General Knowledge,"In 'Battle Cats', what is Moneko / MISS Moneko's critical percentage rate?",15%,20%,15%,25%,10%
multiple,easy,Entertainment: Cartoon & Animations,Who was the villain of ''The Lion King''?,Scar,Fred,Vada,Scar,Jafar
multiple,medium,History,In what year did Texas secede from Mexico?,1836,1844,1845,1838,1836
multiple,easy,Entertainment: Japanese Anime & Manga,"In 'Future Diary', what is the name of Yuno Gasai's Phone Diary?",Yukiteru Diary,Escape Diary ,Yukiteru Diary,Justice Diary ,Murder Diary
multiple,medium,Entertainment: Music,What was the title of ABBA`s first UK hit single?,Waterloo,Waterloo,Fernando,Mamma Mia,Dancing Queen
multiple,medium,History,Which of the following is NOT classified as a Semetic language?,Sumerian,Mandaic,Sumerian,Maltese,Akkadian
multiple,medium,Entertainment: Video Games,"Which horror movie had a sequel in the form of a video game released in August 20, 2002?",The Thing,The Thing,Alien,The Evil Dead,Saw
multiple,hard,History,"In addition to his career as an astrologer and 'prophet', Nostradamus published a 1555 treatise that included a section on what?",Making jams and jellies,Cheating at card games,Making jams and jellies,Digging graves,Teaching parrots to talk
multiple,medium,Science: Computers,Which coding language was the #1 programming language in terms of usage on GitHub in 2015?,JavaScript,C#,JavaScript,Python,PHP
multiple,easy,Entertainment: Video Games,Which of the following names is the 'Mega Man' Franchise known as in Japan?,Rockman,Paperman,Rockman,Scissorsman,Mega Man
multiple,hard,Vehicles,How much horsepower is produced by the SD40-2 Locomotive?,"3,000","2,578","2,190","3,200","3,000"
multiple,medium,General Knowledge,What are the three starter Pokemon available in Pokemon Black and White?,"Snivy, Tepig, Oshawott","Snivy, Tepig, Oshawott","Snivy, Fennekin, Froakie","Chespin, Tepig, Froakie","Chespin, Fennekin, Oshawott"
multiple,easy,History,"Which famous military commander marched an army, which included war elephants, over the Alps during the Second Punic War?",Hannibal,Alexander the Great,Tiberius,Garmanicus,Hannibal
boolean,hard,General Knowledge,'Number 16 Bus Shelter' was a child's name that was approved by the New Zealand government.,True,,,True,False
multiple,medium,Animals,Which of these species is not extinct?,Komodo dragon,Komodo dragon,Saudi gazelle,Tasmanian tiger,Japanese sea lion
multiple,medium,History,"In 1845, a series of wars named after which indigenous people began in New Zealand?",Māori,Polynesians,Papuans,Aborigines,Māori
multiple,easy,Entertainment: Music,What is the best selling album of all time from 1976 to 2018?,Thriller,Abbey Road,The Dark Side of the Moon,Back in Black,Thriller
multiple,medium,Science: Computers,When did the online streaming service 'Mixer' launch?,2016,2011,2016,2009,2013
multiple,easy,Entertainment: Video Games,How many differently shaped Tetris pieces are there?,7,7,5,6,8
multiple,easy,Entertainment: Video Games,Which of these is a type of monster found in Minecraft?,Skeleton,Minotaur,Skeleton,Werewolf,Vampire
multiple,medium,Entertainment: Video Games,Who is the main character of 'Metal Gear Solid 3'?,Naked Snake,Liquid Snake,Venom Snake,Naked Snake,Solid Snake
multiple,hard,Geography,What is the official German name of the Swiss Federal Railways?,Schweizerische Bundesbahnen,Schweizerische Bundesbahnen,Schweizerische Staatsbahnen,Schweizerische Nationalbahnen,Bundesbahnen der Schweiz
multiple,medium,History,Which of these 1900s tanks were designed and built BEFORE the others?,Renault FT,Cromwell , Panzer IV,Renault FT,M4 Sherman
multiple,medium,Animals,"A carnivorous animal eats flesh, what does a nucivorous animal eat?",Nuts,Fruit,Nuts,Seaweed,Nothing
multiple,medium,Entertainment: Japanese Anime & Manga,Which studio made Cowboy Bebop?,Sunrise,Sunrise,Pierriot,Bones,Madhouse
multiple,hard,History,During the Wars of the Roses (1455 - 1487) which Englishman was dubbed 'the Kingmaker'?,Richard Neville,Richard III,Thomas Warwick,Henry V,Richard Neville
multiple,easy,Entertainment: Books,"In the novel 1984, written by George Orwell, what is the name of the totalitarian regime that controls Oceania?",INGSOC,Earth Alliance,Neo-Bolshevism,Obliteration of the Self,INGSOC
multiple,medium,Entertainment: Video Games,What system was 'Touhou: Highly Responsive to Prayers' released on?,PC-98,OSX 10.9.5,PC-98,Windows 98,Windows ME
multiple,hard,Science & Nature,What element on the periodic table has 92 electrons?,Uranium,Sulfur,Hydrogen,Uranium,Iron
multiple,hard,Politics,Which of the following United States senators is known for performing a 24-hour long filibuster?,Strom Thurmond,John Barrasso,Chuck Schumer,Roy Blunt,Strom Thurmond
multiple,easy,General Knowledge,What is the French word for 'hat'?,Chapeau, &Eacute;charpe, Casque,Bonnet,Chapeau
multiple,medium,Entertainment: Video Games,Which ones of these Mario Kart games was made for the Gameboy Advance?,Mario Kart: Super Circuit,Mario Kart: Double Dash,Mario Kart 64,Mario Kart: Super Circuit,Super Mario Kart
multiple,hard,Entertainment: Video Games,Which artist composed the original soundtrack for 'Watch Dogs 2'?,Hudson Mohawke,Rustie,Hudson Mohawke,Machinedrum,Flying Lotus
multiple,medium,Geography,Where are the Nazca Lines located?,Peru,Ecuador,Colombia,Brazil,Peru
multiple,medium,History,"What year did Skoal, a smokeless Tobacco company, release their first line of Pouches, known as 'Skoal Bandits'?",1983,1822,1934,1984,1983
multiple,medium,Entertainment: Music,Who is the lead singer of The Lumineers?,Wesley Schultz,Neyla Pekarek,Jeremiah Fraites,Jay Van Dyke,Wesley Schultz
multiple,medium,Entertainment: Japanese Anime & Manga,"In Dragon Ball Z, who was the first character to go Super Saiyan 2?",Gohan,Gohan,Goku,Trunks,Vegeta
multiple,hard,Entertainment: Film,How old was Laurence Fishburne when Francis Ford Coppola cast him in Apocalypse Now (1979)? ,14,16,18,14,20
multiple,easy,Entertainment: Television,"In Supernatural, what's is Sam's brothers name?",Dean,Steve,Dave,Mike,Dean
multiple,hard,Entertainment: Video Games,'Gimmick!' is a Japanese Famicom game that uses a sound chip expansion in the cartridge. What is it called?,FME-7,FME-7,VRC7,VRC6,MMC5
multiple,easy,Entertainment: Video Games,When was Left 4 Dead 2 released?,"November 17, 2009","May 3, 2008","November 17, 2009","November 30, 2009","June 30, 2010"
multiple,medium,Entertainment: Video Games,"Psych-Horror 'Eternal Darkness: Sanity's Requiem', developed by Silicon Knights in 2002, was published by who and on what platform?",Nintendo&reg; Co. Ltd. | GameCube&trade;,Sony&reg; Computer Entertainment&trade; Inc. | PlayStation&reg; 2,Nintendo&reg; Co. Ltd. | GameCube&trade;,Microsoft&reg; Game Studios&trade; | XBox&trade;,Sega&reg; Enterprises Co. Ltd. | Dreamcast&trade;
multiple,medium,Entertainment: Comics,"What is the name of the comic about a young boy, and a tiger who is actually a stuffed animal?",Calvin and Hobbes,Peanuts,Calvin and Hobbes,Albert and Pogo,Winnie the Pooh
boolean,easy,Entertainment: Music,"In 1993, Prince changed his name to an unpronounceable symbol because he was unhappy with his contract with Warner Bros.",True,,True,False,
multiple,easy,Entertainment: Television,British actor David Morrissey stars as which role in 'The Walking Dead'?,The Governor,Daryl Dixon,Negan,Rick Grimes,The Governor
multiple,medium,Entertainment: Music,Which one of these artists appears in the album Deltron 3030?,Dan the Automater,CeeLo Green,Dan the Automater,Danger Mouse,Lamarr Kendrick
multiple,medium,Entertainment: Japanese Anime & Manga,"In the 'Toaru Majutsu no Index' anime, Touma Kamijou is a level 0 esper that has the ability to do what?",Dispell any esper or magical powers,Create electricity from his own body,Dispell any esper or magical powers,Make telepathic communications,Teleport
multiple,hard,History,In which year did the Tokyo Subway Sarin Attack occur?,1995,1995,2011,2001,1991
multiple,medium,Entertainment: Video Games,Which of the following created and directed the Katamari Damacy series?,Keita Takahashi,Hideki Kamiya,Shu Takumi,Shinji Mikami,Keita Takahashi
multiple,easy,Entertainment: Comics,What's the race of Invincible's father?,Viltrumite,Kryptonian,Viltrumite,Irken,Kree
multiple,easy,Geography,"If soccer is called football in England, what is American football called in England?",American football,Combball,Touchdown,American football,Handball
boolean,medium,Entertainment: Television,"Like his character in 'Parks and Recreation', Aziz Ansari was born in South Carolina.",True,,True,,False
multiple,medium,Mythology,What is the name of the Greek god of blacksmiths?,Hephaestus,Vulcan,Hephaestus,Dyntos,Artagatus
multiple,medium,Entertainment: Japanese Anime & Manga,When was the first episode of Soul Eater released?,2008,2011,2003,2008,2005
multiple,medium,Entertainment: Music,What was the title of Sakamoto Kyu's song 'Ue o Muite Arukou' (I Look Up As I Walk) changed to in the United States?,Sukiyaki,Sushi,Takoyaki,Oden,Sukiyaki
multiple,medium,Geography,"On a London Underground map, what colour is the Circle Line?",Yellow,Green,Blue,Red,Yellow
multiple,hard,Science: Computers,Which of these is not a layer in the OSI model for data communications?,Connection Layer,Transport Layer,Connection Layer,Physical Layer,Application Layer
multiple,easy,Science: Computers,HTML is what type of language?,Markup Language,Macro Language,Scripting Language,Programming Language,Markup Language
multiple,easy,Entertainment: Video Games,In the original Spyro game who is the first villain?,Gnasty Gnorc,Sorceress,Gnasty Gnorc,Ripto,Cynder
